county,precinct,office,district,party,candidate,votetype,votes
Allegheny,Up St Clair Ward 1 Dist 3,US Senator,NA,LIB,John C. Thomas,total,3
Allegheny,Up St Clair Ward 1 Dist 3,US Senator,NA,GRN,Leila Hazou,total,5
Allegheny,Up St Clair Ward 1 Dist 3,US Senator,NA,CON,Marty Selker,total,0
Allegheny,Up St Clair Ward 1 Dist 3,US Senator,NA,WRI,Write-in,total,2
Allegheny,Up St Clair Ward 1 Dist 4,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,391
Allegheny,Up St Clair Ward 1 Dist 4,US Senator,NA,REP,Dave McCormick,total,257
Allegheny,Up St Clair Ward 1 Dist 4,US Senator,NA,LIB,John C. Thomas,total,4
Allegheny,Up St Clair Ward 1 Dist 4,US Senator,NA,GRN,Leila Hazou,total,8
Allegheny,Up St Clair Ward 1 Dist 4,US Senator,NA,CON,Marty Selker,total,1
Allegheny,Up St Clair Ward 1 Dist 4,US Senator,NA,WRI,Write-in,total,0
Allegheny,Up St Clair Ward 2 Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,438
Allegheny,Up St Clair Ward 2 Dist 1,US Senator,NA,REP,Dave McCormick,total,358
Allegheny,Up St Clair Ward 2 Dist 1,US Senator,NA,LIB,John C. Thomas,total,3
Allegheny,Up St Clair Ward 2 Dist 1,US Senator,NA,GRN,Leila Hazou,total,7
Allegheny,Up St Clair Ward 2 Dist 1,US Senator,NA,CON,Marty Selker,total,0
Allegheny,Up St Clair Ward 2 Dist 1,US Senator,NA,WRI,Write-in,total,0
Allegheny,Up St Clair Ward 2 Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,275
Allegheny,Up St Clair Ward 2 Dist 2,US Senator,NA,REP,Dave McCormick,total,301
Allegheny,Up St Clair Ward 2 Dist 2,US Senator,NA,LIB,John C. Thomas,total,2
Allegheny,Up St Clair Ward 2 Dist 2,US Senator,NA,GRN,Leila Hazou,total,5
Allegheny,Up St Clair Ward 2 Dist 2,US Senator,NA,CON,Marty Selker,total,1
Allegheny,Up St Clair Ward 2 Dist 2,US Senator,NA,WRI,Write-in,total,0
Allegheny,Up St Clair Ward 2 Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,487
Allegheny,Up St Clair Ward 2 Dist 3,US Senator,NA,REP,Dave McCormick,total,390
Allegheny,Up St Clair Ward 2 Dist 3,US Senator,NA,LIB,John C. Thomas,total,12
Allegheny,Up St Clair Ward 2 Dist 3,US Senator,NA,GRN,Leila Hazou,total,2
Allegheny,Up St Clair Ward 2 Dist 3,US Senator,NA,CON,Marty Selker,total,4
Allegheny,Up St Clair Ward 2 Dist 3,US Senator,NA,WRI,Write-in,total,0
Allegheny,Up St Clair Ward 2 Dist 4,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,254
Allegheny,Up St Clair Ward 2 Dist 4,US Senator,NA,REP,Dave McCormick,total,195
Allegheny,Up St Clair Ward 2 Dist 4,US Senator,NA,LIB,John C. Thomas,total,3
Allegheny,Up St Clair Ward 2 Dist 4,US Senator,NA,GRN,Leila Hazou,total,8
Allegheny,Up St Clair Ward 2 Dist 4,US Senator,NA,CON,Marty Selker,total,0
Allegheny,Up St Clair Ward 2 Dist 4,US Senator,NA,WRI,Write-in,total,1
Allegheny,Up St Clair Ward 3 Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,468
Allegheny,Up St Clair Ward 3 Dist 1,US Senator,NA,REP,Dave McCormick,total,361
Allegheny,Up St Clair Ward 3 Dist 1,US Senator,NA,LIB,John C. Thomas,total,8
Allegheny,Up St Clair Ward 3 Dist 1,US Senator,NA,GRN,Leila Hazou,total,2
Allegheny,Up St Clair Ward 3 Dist 1,US Senator,NA,CON,Marty Selker,total,1
Allegheny,Up St Clair Ward 3 Dist 1,US Senator,NA,WRI,Write-in,total,0
Allegheny,Up St Clair Ward 3 Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,383
Allegheny,Up St Clair Ward 3 Dist 2,US Senator,NA,REP,Dave McCormick,total,349
Allegheny,Up St Clair Ward 3 Dist 2,US Senator,NA,LIB,John C. Thomas,total,3
Allegheny,Up St Clair Ward 3 Dist 2,US Senator,NA,GRN,Leila Hazou,total,7
Allegheny,Up St Clair Ward 3 Dist 2,US Senator,NA,CON,Marty Selker,total,4
Allegheny,Up St Clair Ward 3 Dist 2,US Senator,NA,WRI,Write-in,total,0
Allegheny,Up St Clair Ward 3 Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,564
Allegheny,Up St Clair Ward 3 Dist 3,US Senator,NA,REP,Dave McCormick,total,602
Allegheny,Up St Clair Ward 3 Dist 3,US Senator,NA,LIB,John C. Thomas,total,7
Allegheny,Up St Clair Ward 3 Dist 3,US Senator,NA,GRN,Leila Hazou,total,1
Allegheny,Up St Clair Ward 3 Dist 3,US Senator,NA,CON,Marty Selker,total,1
Allegheny,Up St Clair Ward 3 Dist 3,US Senator,NA,WRI,Write-in,total,4
Allegheny,Up St Clair Ward 4 Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,456
Allegheny,Up St Clair Ward 4 Dist 1,US Senator,NA,REP,Dave McCormick,total,395
Allegheny,Up St Clair Ward 4 Dist 1,US Senator,NA,LIB,John C. Thomas,total,6
Allegheny,Up St Clair Ward 4 Dist 1,US Senator,NA,GRN,Leila Hazou,total,4
Allegheny,Up St Clair Ward 4 Dist 1,US Senator,NA,CON,Marty Selker,total,0
Allegheny,Up St Clair Ward 4 Dist 1,US Senator,NA,WRI,Write-in,total,0
Allegheny,Up St Clair Ward 4 Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,243
Allegheny,Up St Clair Ward 4 Dist 2,US Senator,NA,REP,Dave McCormick,total,232
Allegheny,Up St Clair Ward 4 Dist 2,US Senator,NA,LIB,John C. Thomas,total,4
Allegheny,Up St Clair Ward 4 Dist 2,US Senator,NA,GRN,Leila Hazou,total,0
Allegheny,Up St Clair Ward 4 Dist 2,US Senator,NA,CON,Marty Selker,total,0
Allegheny,Up St Clair Ward 4 Dist 2,US Senator,NA,WRI,Write-in,total,1
Allegheny,Up St Clair Ward 4 Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,294
Allegheny,Up St Clair Ward 4 Dist 3,US Senator,NA,REP,Dave McCormick,total,247
Allegheny,Up St Clair Ward 4 Dist 3,US Senator,NA,LIB,John C. Thomas,total,1
Allegheny,Up St Clair Ward 4 Dist 3,US Senator,NA,GRN,Leila Hazou,total,0
Allegheny,Up St Clair Ward 4 Dist 3,US Senator,NA,CON,Marty Selker,total,1
Allegheny,Up St Clair Ward 4 Dist 3,US Senator,NA,WRI,Write-in,total,1
Allegheny,Up St Clair Ward 4 Dist 4,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,442
Allegheny,Up St Clair Ward 4 Dist 4,US Senator,NA,REP,Dave McCormick,total,419
Allegheny,Up St Clair Ward 4 Dist 4,US Senator,NA,LIB,John C. Thomas,total,3
Allegheny,Up St Clair Ward 4 Dist 4,US Senator,NA,GRN,Leila Hazou,total,2
Allegheny,Up St Clair Ward 4 Dist 4,US Senator,NA,CON,Marty Selker,total,1
Allegheny,Up St Clair Ward 4 Dist 4,US Senator,NA,WRI,Write-in,total,1
Allegheny,Up St Clair Ward 5 Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,464
Allegheny,Up St Clair Ward 5 Dist 1,US Senator,NA,REP,Dave McCormick,total,474
Allegheny,Up St Clair Ward 5 Dist 1,US Senator,NA,LIB,John C. Thomas,total,7
Allegheny,Up St Clair Ward 5 Dist 1,US Senator,NA,GRN,Leila Hazou,total,4
Allegheny,Up St Clair Ward 5 Dist 1,US Senator,NA,CON,Marty Selker,total,0
Allegheny,Up St Clair Ward 5 Dist 1,US Senator,NA,WRI,Write-in,total,0
Allegheny,Up St Clair Ward 5 Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,508
Allegheny,Up St Clair Ward 5 Dist 2,US Senator,NA,REP,Dave McCormick,total,499
Allegheny,Up St Clair Ward 5 Dist 2,US Senator,NA,LIB,John C. Thomas,total,5
Allegheny,Up St Clair Ward 5 Dist 2,US Senator,NA,GRN,Leila Hazou,total,12
Allegheny,Up St Clair Ward 5 Dist 2,US Senator,NA,CON,Marty Selker,total,0
Allegheny,Up St Clair Ward 5 Dist 2,US Senator,NA,WRI,Write-in,total,2
Allegheny,Up St Clair Ward 5 Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,438
Allegheny,Up St Clair Ward 5 Dist 3,US Senator,NA,REP,Dave McCormick,total,334
Allegheny,Up St Clair Ward 5 Dist 3,US Senator,NA,LIB,John C. Thomas,total,4
Allegheny,Up St Clair Ward 5 Dist 3,US Senator,NA,GRN,Leila Hazou,total,3
Allegheny,Up St Clair Ward 5 Dist 3,US Senator,NA,CON,Marty Selker,total,2
Allegheny,Up St Clair Ward 5 Dist 3,US Senator,NA,WRI,Write-in,total,2
Allegheny,Verona Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,218
Allegheny,Verona Dist 1,US Senator,NA,REP,Dave McCormick,total,122
Allegheny,Verona Dist 1,US Senator,NA,LIB,John C. Thomas,total,4
Allegheny,Verona Dist 1,US Senator,NA,GRN,Leila Hazou,total,4
Allegheny,Verona Dist 1,US Senator,NA,CON,Marty Selker,total,3
Allegheny,Verona Dist 1,US Senator,NA,WRI,Write-in,total,0
Allegheny,Verona Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,256
Allegheny,Verona Dist 2,US Senator,NA,REP,Dave McCormick,total,168
Allegheny,Verona Dist 2,US Senator,NA,LIB,John C. Thomas,total,6
Allegheny,Verona Dist 2,US Senator,NA,GRN,Leila Hazou,total,6
Allegheny,Verona Dist 2,US Senator,NA,CON,Marty Selker,total,2
Allegheny,Verona Dist 2,US Senator,NA,WRI,Write-in,total,0
Allegheny,Verona Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,267
Allegheny,Verona Dist 3,US Senator,NA,REP,Dave McCormick,total,182
Allegheny,Verona Dist 3,US Senator,NA,LIB,John C. Thomas,total,9
Allegheny,Verona Dist 3,US Senator,NA,GRN,Leila Hazou,total,6
Allegheny,Verona Dist 3,US Senator,NA,CON,Marty Selker,total,3
Allegheny,Verona Dist 3,US Senator,NA,WRI,Write-in,total,1
Allegheny,Versailles Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,187
Allegheny,Versailles Dist 1,US Senator,NA,REP,Dave McCormick,total,158
Allegheny,Versailles Dist 1,US Senator,NA,LIB,John C. Thomas,total,6
Allegheny,Versailles Dist 1,US Senator,NA,GRN,Leila Hazou,total,1
Allegheny,Versailles Dist 1,US Senator,NA,CON,Marty Selker,total,0
Allegheny,Versailles Dist 1,US Senator,NA,WRI,Write-in,total,3
Allegheny,Versailles Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,195
Allegheny,Versailles Dist 2,US Senator,NA,REP,Dave McCormick,total,115
Allegheny,Versailles Dist 2,US Senator,NA,LIB,John C. Thomas,total,5
Allegheny,Versailles Dist 2,US Senator,NA,GRN,Leila Hazou,total,3
Allegheny,Versailles Dist 2,US Senator,NA,CON,Marty Selker,total,1
Allegheny,Versailles Dist 2,US Senator,NA,WRI,Write-in,total,0
Allegheny,Wall,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,103
Allegheny,Wall,US Senator,NA,REP,Dave McCormick,total,90
Allegheny,Wall,US Senator,NA,LIB,John C. Thomas,total,4
Allegheny,Wall,US Senator,NA,GRN,Leila Hazou,total,3
Allegheny,Wall,US Senator,NA,CON,Marty Selker,total,3
Allegheny,Wall,US Senator,NA,WRI,Write-in,total,0
Allegheny,West Deer Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,549
Allegheny,West Deer Dist 1,US Senator,NA,REP,Dave McCormick,total,842
Allegheny,West Deer Dist 1,US Senator,NA,LIB,John C. Thomas,total,17
Allegheny,West Deer Dist 1,US Senator,NA,GRN,Leila Hazou,total,7
Allegheny,West Deer Dist 1,US Senator,NA,CON,Marty Selker,total,2
Allegheny,West Deer Dist 1,US Senator,NA,WRI,Write-in,total,3
Allegheny,West Deer Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,183
Allegheny,West Deer Dist 2,US Senator,NA,REP,Dave McCormick,total,346
Allegheny,West Deer Dist 2,US Senator,NA,LIB,John C. Thomas,total,10
Allegheny,West Deer Dist 2,US Senator,NA,GRN,Leila Hazou,total,2
Allegheny,West Deer Dist 2,US Senator,NA,CON,Marty Selker,total,3
Allegheny,West Deer Dist 2,US Senator,NA,WRI,Write-in,total,1
Allegheny,West Deer Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,226
Allegheny,West Deer Dist 3,US Senator,NA,REP,Dave McCormick,total,433
Allegheny,West Deer Dist 3,US Senator,NA,LIB,John C. Thomas,total,11
Allegheny,West Deer Dist 3,US Senator,NA,GRN,Leila Hazou,total,3
Allegheny,West Deer Dist 3,US Senator,NA,CON,Marty Selker,total,3
Allegheny,West Deer Dist 3,US Senator,NA,WRI,Write-in,total,0
Allegheny,West Deer Dist 4,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,327
Allegheny,West Deer Dist 4,US Senator,NA,REP,Dave McCormick,total,393
Allegheny,West Deer Dist 4,US Senator,NA,LIB,John C. Thomas,total,6
Allegheny,West Deer Dist 4,US Senator,NA,GRN,Leila Hazou,total,4
Allegheny,West Deer Dist 4,US Senator,NA,CON,Marty Selker,total,2
Allegheny,West Deer Dist 4,US Senator,NA,WRI,Write-in,total,2
Allegheny,West Deer Dist 5,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,246
Allegheny,West Deer Dist 5,US Senator,NA,REP,Dave McCormick,total,487
Allegheny,West Deer Dist 5,US Senator,NA,LIB,John C. Thomas,total,9
Allegheny,West Deer Dist 5,US Senator,NA,GRN,Leila Hazou,total,9
Allegheny,West Deer Dist 5,US Senator,NA,CON,Marty Selker,total,2
Allegheny,West Deer Dist 5,US Senator,NA,WRI,Write-in,total,1
Allegheny,West Deer Dist 6,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,275
Allegheny,West Deer Dist 6,US Senator,NA,REP,Dave McCormick,total,391
Allegheny,West Deer Dist 6,US Senator,NA,LIB,John C. Thomas,total,3
Allegheny,West Deer Dist 6,US Senator,NA,GRN,Leila Hazou,total,3
Allegheny,West Deer Dist 6,US Senator,NA,CON,Marty Selker,total,1
Allegheny,West Deer Dist 6,US Senator,NA,WRI,Write-in,total,0
Allegheny,West Deer Dist 7,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,632
Allegheny,West Deer Dist 7,US Senator,NA,REP,Dave McCormick,total,946
Allegheny,West Deer Dist 7,US Senator,NA,LIB,John C. Thomas,total,18
Allegheny,West Deer Dist 7,US Senator,NA,GRN,Leila Hazou,total,7
Allegheny,West Deer Dist 7,US Senator,NA,CON,Marty Selker,total,0
Allegheny,West Deer Dist 7,US Senator,NA,WRI,Write-in,total,1
Allegheny,West Deer Dist 8,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,628
Allegheny,West Deer Dist 8,US Senator,NA,REP,Dave McCormick,total,752
Allegheny,West Deer Dist 8,US Senator,NA,LIB,John C. Thomas,total,8
Allegheny,West Deer Dist 8,US Senator,NA,GRN,Leila Hazou,total,10
Allegheny,West Deer Dist 8,US Senator,NA,CON,Marty Selker,total,7
Allegheny,West Deer Dist 8,US Senator,NA,WRI,Write-in,total,0
Allegheny,W Elizabeth,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,73
Allegheny,W Elizabeth,US Senator,NA,REP,Dave McCormick,total,100
Allegheny,W Elizabeth,US Senator,NA,LIB,John C. Thomas,total,6
Allegheny,W Elizabeth,US Senator,NA,GRN,Leila Hazou,total,0
Allegheny,W Elizabeth,US Senator,NA,CON,Marty Selker,total,4
Allegheny,W Elizabeth,US Senator,NA,WRI,Write-in,total,0
Allegheny,W Homestead Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,184
Allegheny,W Homestead Dist 1,US Senator,NA,REP,Dave McCormick,total,44
Allegheny,W Homestead Dist 1,US Senator,NA,LIB,John C. Thomas,total,6
Allegheny,W Homestead Dist 1,US Senator,NA,GRN,Leila Hazou,total,4
Allegheny,W Homestead Dist 1,US Senator,NA,CON,Marty Selker,total,1
Allegheny,W Homestead Dist 1,US Senator,NA,WRI,Write-in,total,2
Allegheny,W Homestead Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,188
Allegheny,W Homestead Dist 2,US Senator,NA,REP,Dave McCormick,total,208
Allegheny,W Homestead Dist 2,US Senator,NA,LIB,John C. Thomas,total,6
Allegheny,W Homestead Dist 2,US Senator,NA,GRN,Leila Hazou,total,1
Allegheny,W Homestead Dist 2,US Senator,NA,CON,Marty Selker,total,1
Allegheny,W Homestead Dist 2,US Senator,NA,WRI,Write-in,total,0
Allegheny,W Homestead Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,211
Allegheny,W Homestead Dist 3,US Senator,NA,REP,Dave McCormick,total,229
Allegheny,W Homestead Dist 3,US Senator,NA,LIB,John C. Thomas,total,3
Allegheny,W Homestead Dist 3,US Senator,NA,GRN,Leila Hazou,total,1
Allegheny,W Homestead Dist 3,US Senator,NA,CON,Marty Selker,total,0
Allegheny,W Homestead Dist 3,US Senator,NA,WRI,Write-in,total,0
Allegheny,West Mifflin Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,280
Allegheny,West Mifflin Dist 1,US Senator,NA,REP,Dave McCormick,total,250
Allegheny,West Mifflin Dist 1,US Senator,NA,LIB,John C. Thomas,total,13
Allegheny,West Mifflin Dist 1,US Senator,NA,GRN,Leila Hazou,total,6
Allegheny,West Mifflin Dist 1,US Senator,NA,CON,Marty Selker,total,1
Allegheny,West Mifflin Dist 1,US Senator,NA,WRI,Write-in,total,0
Allegheny,West Mifflin Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,269
Allegheny,West Mifflin Dist 2,US Senator,NA,REP,Dave McCormick,total,79
Allegheny,West Mifflin Dist 2,US Senator,NA,LIB,John C. Thomas,total,1
Allegheny,West Mifflin Dist 2,US Senator,NA,GRN,Leila Hazou,total,2
Allegheny,West Mifflin Dist 2,US Senator,NA,CON,Marty Selker,total,2
Allegheny,West Mifflin Dist 2,US Senator,NA,WRI,Write-in,total,0
Allegheny,West Mifflin Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,217
Allegheny,West Mifflin Dist 3,US Senator,NA,REP,Dave McCormick,total,139
Allegheny,West Mifflin Dist 3,US Senator,NA,LIB,John C. Thomas,total,10
Allegheny,West Mifflin Dist 3,US Senator,NA,GRN,Leila Hazou,total,5
Allegheny,West Mifflin Dist 3,US Senator,NA,CON,Marty Selker,total,3
Allegheny,West Mifflin Dist 3,US Senator,NA,WRI,Write-in,total,1
Allegheny,West Mifflin Dist 4,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,85
Allegheny,West Mifflin Dist 4,US Senator,NA,REP,Dave McCormick,total,17
Allegheny,West Mifflin Dist 4,US Senator,NA,LIB,John C. Thomas,total,1
Allegheny,West Mifflin Dist 4,US Senator,NA,GRN,Leila Hazou,total,2
Allegheny,West Mifflin Dist 4,US Senator,NA,CON,Marty Selker,total,0
Allegheny,West Mifflin Dist 4,US Senator,NA,WRI,Write-in,total,0
Allegheny,West Mifflin Dist 5,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,354
Allegheny,West Mifflin Dist 5,US Senator,NA,REP,Dave McCormick,total,315
Allegheny,West Mifflin Dist 5,US Senator,NA,LIB,John C. Thomas,total,13
Allegheny,West Mifflin Dist 5,US Senator,NA,GRN,Leila Hazou,total,6
Allegheny,West Mifflin Dist 5,US Senator,NA,CON,Marty Selker,total,2
Allegheny,West Mifflin Dist 5,US Senator,NA,WRI,Write-in,total,4
Allegheny,West Mifflin Dist 6,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,130
Allegheny,West Mifflin Dist 6,US Senator,NA,REP,Dave McCormick,total,125
Allegheny,West Mifflin Dist 6,US Senator,NA,LIB,John C. Thomas,total,4
Allegheny,West Mifflin Dist 6,US Senator,NA,GRN,Leila Hazou,total,3
Allegheny,West Mifflin Dist 6,US Senator,NA,CON,Marty Selker,total,2
Allegheny,West Mifflin Dist 6,US Senator,NA,WRI,Write-in,total,0
Allegheny,West Mifflin Dist 7,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,295
Allegheny,West Mifflin Dist 7,US Senator,NA,REP,Dave McCormick,total,279
Allegheny,West Mifflin Dist 7,US Senator,NA,LIB,John C. Thomas,total,8
Allegheny,West Mifflin Dist 7,US Senator,NA,GRN,Leila Hazou,total,5
Allegheny,West Mifflin Dist 7,US Senator,NA,CON,Marty Selker,total,4
Allegheny,West Mifflin Dist 7,US Senator,NA,WRI,Write-in,total,0
Allegheny,West Mifflin Dist 8,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,289
Allegheny,West Mifflin Dist 8,US Senator,NA,REP,Dave McCormick,total,110
Allegheny,West Mifflin Dist 8,US Senator,NA,LIB,John C. Thomas,total,5
Allegheny,West Mifflin Dist 8,US Senator,NA,GRN,Leila Hazou,total,5
Allegheny,West Mifflin Dist 8,US Senator,NA,CON,Marty Selker,total,1
Allegheny,West Mifflin Dist 8,US Senator,NA,WRI,Write-in,total,1
Allegheny,West Mifflin Dist 9,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,349
Allegheny,West Mifflin Dist 9,US Senator,NA,REP,Dave McCormick,total,227
Allegheny,West Mifflin Dist 9,US Senator,NA,LIB,John C. Thomas,total,20
Allegheny,West Mifflin Dist 9,US Senator,NA,GRN,Leila Hazou,total,8
Allegheny,West Mifflin Dist 9,US Senator,NA,CON,Marty Selker,total,3
Allegheny,West Mifflin Dist 9,US Senator,NA,WRI,Write-in,total,3
Allegheny,West Mifflin Dist 10,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,207
Allegheny,West Mifflin Dist 10,US Senator,NA,REP,Dave McCormick,total,188
Allegheny,West Mifflin Dist 10,US Senator,NA,LIB,John C. Thomas,total,9
Allegheny,West Mifflin Dist 10,US Senator,NA,GRN,Leila Hazou,total,3
Allegheny,West Mifflin Dist 10,US Senator,NA,CON,Marty Selker,total,3
Allegheny,West Mifflin Dist 10,US Senator,NA,WRI,Write-in,total,0
Allegheny,West Mifflin Dist 11,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,278
Allegheny,West Mifflin Dist 11,US Senator,NA,REP,Dave McCormick,total,296
Allegheny,West Mifflin Dist 11,US Senator,NA,LIB,John C. Thomas,total,14
Allegheny,West Mifflin Dist 11,US Senator,NA,GRN,Leila Hazou,total,7
Allegheny,West Mifflin Dist 11,US Senator,NA,CON,Marty Selker,total,3
Allegheny,West Mifflin Dist 11,US Senator,NA,WRI,Write-in,total,0
Allegheny,West Mifflin Dist 12,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,375
Allegheny,West Mifflin Dist 12,US Senator,NA,REP,Dave McCormick,total,342
Allegheny,West Mifflin Dist 12,US Senator,NA,LIB,John C. Thomas,total,8
Allegheny,West Mifflin Dist 12,US Senator,NA,GRN,Leila Hazou,total,7
Allegheny,West Mifflin Dist 12,US Senator,NA,CON,Marty Selker,total,2
Allegheny,West Mifflin Dist 12,US Senator,NA,WRI,Write-in,total,2
Allegheny,West Mifflin Dist 13,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,198
Allegheny,West Mifflin Dist 13,US Senator,NA,REP,Dave McCormick,total,174
Allegheny,West Mifflin Dist 13,US Senator,NA,LIB,John C. Thomas,total,6
Allegheny,West Mifflin Dist 13,US Senator,NA,GRN,Leila Hazou,total,5
Allegheny,West Mifflin Dist 13,US Senator,NA,CON,Marty Selker,total,2
Allegheny,West Mifflin Dist 13,US Senator,NA,WRI,Write-in,total,0
Allegheny,West Mifflin Dist 14,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,385
Allegheny,West Mifflin Dist 14,US Senator,NA,REP,Dave McCormick,total,390
Allegheny,West Mifflin Dist 14,US Senator,NA,LIB,John C. Thomas,total,8
Allegheny,West Mifflin Dist 14,US Senator,NA,GRN,Leila Hazou,total,5
Allegheny,West Mifflin Dist 14,US Senator,NA,CON,Marty Selker,total,1
Allegheny,West Mifflin Dist 14,US Senator,NA,WRI,Write-in,total,0
Allegheny,West Mifflin Dist 15,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,270
Allegheny,West Mifflin Dist 15,US Senator,NA,REP,Dave McCormick,total,190
Allegheny,West Mifflin Dist 15,US Senator,NA,LIB,John C. Thomas,total,7
Allegheny,West Mifflin Dist 15,US Senator,NA,GRN,Leila Hazou,total,5
Allegheny,West Mifflin Dist 15,US Senator,NA,CON,Marty Selker,total,5
Allegheny,West Mifflin Dist 15,US Senator,NA,WRI,Write-in,total,0
Allegheny,West Mifflin Dist 16,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,489
Allegheny,West Mifflin Dist 16,US Senator,NA,REP,Dave McCormick,total,476
Allegheny,West Mifflin Dist 16,US Senator,NA,LIB,John C. Thomas,total,13
Allegheny,West Mifflin Dist 16,US Senator,NA,GRN,Leila Hazou,total,7
Allegheny,West Mifflin Dist 16,US Senator,NA,CON,Marty Selker,total,4
Allegheny,West Mifflin Dist 16,US Senator,NA,WRI,Write-in,total,0
Allegheny,West Mifflin Dist 17,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,217
Allegheny,West Mifflin Dist 17,US Senator,NA,REP,Dave McCormick,total,240
Allegheny,West Mifflin Dist 17,US Senator,NA,LIB,John C. Thomas,total,9
Allegheny,West Mifflin Dist 17,US Senator,NA,GRN,Leila Hazou,total,3
Allegheny,West Mifflin Dist 17,US Senator,NA,CON,Marty Selker,total,0
Allegheny,West Mifflin Dist 17,US Senator,NA,WRI,Write-in,total,0
Allegheny,West Mifflin Dist 18,US Senator,NA,DEM,"Robert P. Casey, Jr.",total,377
Allegheny,West Mifflin Dist 18,US Senator,NA,REP,Dave McCormick,total,303
